600257,5.974,6.55
600759,4.91,5.36
000035,6.153,6.63
002671,8.751,9.39
002690,16.305999999999997,17.89
600257,6.038,6.55
600759,4.96,5.36
000035,6.2059999999999995,6.63
002671,8.822,9.39
002690,16.482,17.89
600623,10.100999999999999,10.36
600818,21.422,22.92
000587,7.814,8.08
000760,8.564,8.83
002288,7.513999999999999,7.99
002380,18.626,19.97
600257,6.102,6.55
000035,6.2589999999999995,6.63
601991,4.296,4.45
000503,27.099,32.16
000511,5.3660000000000005,5.66
000526,32.42,32.42
000595,4.771,5.03
000838,6.328,7.0
002129,8.3611,9.178
002134,8.841,9.17
002231,10.3,11.0
002331,13.725,14.67
002338,15.354,16.18
002339,11.196,11.98
002438,7.511,8.12
002443,8.613,9.25
002447,5.6013,6.099
002473,15.438,16.74
600589,6.847,7.19
600649,9.897,10.24
000509,5.609,6.12
001896,6.553,6.91
002235,11.539,12.4
002667,16.127,17.31
002693,6.961,7.85
600187,4.651,4.98
600255,4.012,4.18
600468,6.5347,6.646
600469,7.397,7.88
600538,6.066,6.5
600592,9.674999999999999,10.41
600775,10.03,10.8
600800,7.411,7.95
600896,7.92,8.2
601099,3.88,4.02
601919,5.241,5.43
000511,5.3660000000000005,5.66
000619,9.225,9.75
000922,7.348,7.6
002006,7.6651,8.279
002134,8.841,9.17
002532,7.715999999999999,8.29
002571,7.048,7.3
002651,9.266,9.91
002655,7.9510000000000005,8.35
002679,19.477999999999998,20.5
600088,15.330000000000002,16.17
600289,10.7844,10.979
600313,3.808,4.06
600320,5.168,5.35
600335,10.556,11.2
600460,6.0637,6.399
600469,7.397,7.88
600592,9.674999999999999,10.41
600613,10.086,10.52
600756,17.852,18.79
600960,7.2829999999999995,7.64
601991,4.296,4.45
000409,7.124,7.67
000509,5.609,6.12
000537,7.2940000000000005,7.7
000628,9.658,10.33
000779,13.667,14.29
000892,9.279,9.58
000922,7.348,7.6
000927,4.705,4.95
000962,9.558,10.02
001896,6.553,6.91
002160,7.94,8.43
002189,15.537,16.44
002207,8.539,8.84
002277,6.077,6.35
002312,7.008,7.54
002362,19.68,20.8
002364,12.516,13.23
002645,15.72,16.7
002679,19.477999999999998,20.5
600481,4.735,4.98
600509,7.497,7.84
600576,9.158,9.83
600653,3.308,3.42
600744,4.623,4.91
600787,8.565,9.3
600984,6.603,7.1
601117,7.151,7.55
601991,4.296,4.45
000099,11.143,11.29
000595,4.771,5.03
000620,6.662,7.04
000669,16.794,17.48
000752,13.174,14.07
000982,3.961,4.15
002204,3.903,4.05
002229,9.836,10.55
002248,6.369,6.53
002306,3.62,3.76
002312,7.008,7.54
002362,19.68,20.8
002373,12.194,13.09
002392,5.385,5.77
002490,4.586,4.81
002526,6.970000000000001,7.32
002651,9.266,9.91
002671,9.747,10.02
600106,5.029,5.4
600143,5.564,5.76
600191,12.273,13.19
600259,45.492999999999995,48.44
600446,15.534,16.64
600561,8.621,9.09
600592,9.674999999999999,10.41
600677,12.923,13.84
600758,9.39,10.3
600803,13.309,13.75
601727,7.470000000000001,7.82
603003,15.426,16.35
000511,5.3660000000000005,5.66
000526,32.42,32.42
000532,12.368,13.39
000548,7.4799999999999995,8.04
000555,16.708000000000002,16.96
000688,7.926,8.36
000768,17.419999999999998,18.4
000780,4.574,4.77
000835,8.868,9.75
000838,6.328,7.0
000962,9.558,10.02
000972,3.945,4.05
002070,9.817,10.3
002084,8.146,8.65
002134,8.841,9.17
002195,6.32,6.67
002211,9.119,9.7
002280,8.445,9.04
002331,13.725,14.67
002371,22.552,23.84
002443,8.613,9.25
002447,5.6013,6.099
002473,15.438,16.74
002520,9.315,9.98
002592,26.392999999999997,28.29
002618,10.469000000000001,11.26
002629,6.763,7.26
002679,19.477999999999998,20.5
